1	 0	 85
1	 0	 86
1	 0	 76
1	 0	 82
1	 0	 85
1	 0	 83
1	 0	 84
1	 0	 81
1	 0	 85
1	 0	 82
1	 0	 87
1	 0	 80
1	 0	 120
1	 0	 81
1	 0	 89
3	 0	 86
3	 0	 75
3	 0	 85
3	 0	 82
1	 0	 86
1	 0	 78
3	 0	 87
2	 0	 81
2	 0	 83
3	 0	 83
3	 0	 102
2	 0	 83
2	 0	 82
2	 0	 84
2	 0	 89
2	 0	 76
3	 0	 84
3	 0	 83
3	 0	 83
3	 0	 82
3	 0	 82
2	 0	 86
3	 0	 83
3	 0	 83
1	 0	 83
1	 0	 83
1	 0	 84
1	 0	 83
1	 0	 83
1	 0	 83
1	 0	 84
1	 0	 82
1	 0	 84
1	 0	 83
1	 0	 84
1	 0	 83
1	 0	 83
1	 0	 82
1	 0	 83
1	 0	 83
1	 0	 83
2	 0	 83
2	 0	 83
3	 0	 84
3	 0	 83
3	 0	 83
3	 0	 85
3	 0	 83
3	 0	 82
2	 0	 84
3	 0	 82
2	 0	 83
3	 0	 83
3	 0	 86
3	 0	 81
2	 0	 83
3	 0	 83
3	 0	 83
2	 0	 84
1	 0	 84
1	 0	 82
1	 0	 83
1	 0	 84
1	 0	 83
1	 0	 83
1	 0	 83
1	 0	 83
1	 0	 83
1	 0	 84
1	 0	 83
1	 0	 85
1	 0	 81
1	 0	 83
1	 0	 85
1	 0	 82
1	 0	 83
1	 0	 83
1	 0	 83
1	 0	 84
1	 0	 83
1	 0	 82
1	 0	 82
1	 0	 85
1	 0	 84
1	 0	 83
1	 0	 84
1	 0	 84
1	 0	 81
1	 0	 84
1	 0	 83
1	 0	 83
1	 0	 82
1	 0	 83
1	 0	 84
1	 0	 83
1	 0	 83
1	 0	 84
1	 0	 82
1	 0	 83
1	 0	 83
1	 0	 84
1	 0	 83
1	 0	 83
1	 0	 83
1	 0	 84
1	 0	 83
1	 0	 83
1	 0	 83
1	 0	 83
1	 0	 83
1	 0	 84
1	 0	 84
1	 0	 82
1	 0	 83
1	 0	 84
1	 0	 83
2	 109	 85
2	 109	 81
2	 109	 84
2	 109	 83
2	 109	 83
2	 109	 84
2	 109	 82
2	 109	 83
2	 109	 84
2	 109	 83
2	 109	 83
2	 109	 83
2	 109	 83
2	 109	 86
2	 109	 81
2	 109	 83
2	 109	 83
2	 109	 84
2	 109	 83
